OCCUPATION,Current monthly rent,How long have you stayed at this PG? (in months),"Overall, how would you rate the physical amenities (room, furniture, Wi-Fi, food) at this PG?",How would you rate the security of the PG?,"When you last raised a complaint, how long did it take to resolve?",How many complaints have you raised in the last 3 months?,Is your security deposit fully refundable based on what you've seen/heard from others who left?,Do you feel your rent is fair compared to similar PGs nearby?,"Overall, how satisfied are you with this PG?",Do you intend to renew/continue your stay at this PG beyond your current term?,What's the single biggest reason for your answer above?
WORKING PROFESSIONAL,18000,12.4,4,3,few days,0,Not sure,overpriced,4,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,15500,1.0,5,3,same day,1,"Yes, straightforward",fair,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,5000,18.2,4,4,same day,0,"Yes, straightforward",fair,5,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,5000,13.4,5,4,over a week,0,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,5000,21.7,3,3,same day,1,Disputes are common,fair,3,No,The food quality is not satisfactory.
WORKING PROFESSIONAL,5000,36.0,5,4,same day,3,"Yes, straightforward",fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,5000,28.4,4,4,same day,0,"Yes, straightforward",fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,8000,23.6,3,4,no complaints raised,1,"Yes, straightforward",fair,4,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,5000,1.0,4,4,no complaints raised,2,"Yes, straightforward",fair,5,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,14500,22.9,3,4,same day,1,"Yes, straightforward",underpriced,4,No,Maintenance issues take too long to resolve.
WORKING PROFESSIONAL,7500,36.0,5,5,same day,1,Not sure,fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,10500,1.0,3,5,same day,0,"Yes, straightforward",fair,5,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,18000,26.5,5,5,same day,1,"Yes, straightforward",underpriced,5,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,5000,14.1,3,3,same day,2,"Yes, straightforward",fair,3,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,15500,3.9,5,4,no complaints raised,1,"Yes, straightforward",fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,10000,28.2,4,5,same day,1,"Yes, straightforward",fair,5,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,6000,36.0,4,5,same day,0,"Yes, straightforward",underpriced,5,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,18000,27.8,4,5,same day,0,"Yes, straightforward",fair,5,Maybe,The facilities are acceptable but there are some issues.
STUDENT,18000,11.0,4,3,few days,2,"Yes, straightforward",fair,4,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,5000,2.5,4,4,same day,0,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,8000,18.5,3,4,same day,0,"Yes, straightforward",fair,3,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,14000,29.2,3,4,same day,1,Not sure,fair,5,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,7000,10.7,4,4,same day,0,"Yes, straightforward",fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,17500,12.1,3,4,no complaints raised,1,"Yes, straightforward",fair,5,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,14000,36.0,5,4,few days,1,"Yes, straightforward",underpriced,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,18000,32.3,4,3,same day,0,Not sure,fair,5,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,5000,33.3,3,5,no complaints raised,2,Not sure,fair,4,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,8500,1.0,4,4,few days,0,Not sure,fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,5000,6.0,4,4,few days,1,Not sure,fair,5,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,18000,17.5,4,5,no complaints raised,3,"Yes, straightforward",fair,5,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,5000,1.7,3,4,same day,1,Not sure,fair,4,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,14500,36.0,3,5,no complaints raised,1,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
STUDENT,5000,36.0,5,3,no complaints raised,1,"Yes, straightforward",underpriced,3,No,The rent is high compared with other PGs nearby.
STUDENT,5000,8.6,4,4,no complaints raised,2,Not sure,fair,4,Maybe,I may continue if the rent and facilities remain reasonable.
STUDENT,5000,36.0,4,5,few days,0,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,5000,16.3,4,4,no complaints raised,1,Not sure,fair,5,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,18000,36.0,4,4,same day,0,Not sure,fair,5,Maybe,"The security is good, but the rent is slightly high."
STUDENT,10000,18.5,4,4,no complaints raised,3,Not sure,overpriced,5,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,18000,24.9,4,4,same day,2,"Yes, straightforward",fair,5,Maybe,"The location is convenient, but some services could improve."
STUDENT,18000,36.0,4,4,same day,2,"Yes, straightforward",fair,4,Maybe,"The PG is convenient, although some amenities need improvement."
STUDENT,13500,35.2,3,3,no complaints raised,1,Not sure,fair,3,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,5000,23.9,4,4,same day,0,Not sure,fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,16000,14.3,3,5,same day,0,"Yes, straightforward",fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,5000,24.0,5,5,same day,1,"Yes, straightforward",fair,5,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,5000,4.4,5,5,few days,1,"Yes, straightforward",fair,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,5000,18.6,4,4,same day,1,"Yes, straightforward",fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,18000,1.0,4,5,same day,3,Disputes are common,fair,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,5500,1.0,2,5,few days,1,"Yes, straightforward",fair,4,Yes,The security and facilities are satisfactory.
STUDENT,12500,17.1,5,4,no complaints raised,0,"Yes, straightforward",fair,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,5000,34.9,5,4,same day,0,"Yes, straightforward",fair,5,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,15500,30.0,5,4,no complaints raised,1,Not sure,fair,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,5000,15.2,5,4,same day,0,"Yes, straightforward",fair,5,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,8500,36.0,3,5,no complaints raised,0,Not sure,fair,5,Yes,The food and room facilities are satisfactory.
STUDENT,18000,8.0,5,5,same day,1,Not sure,underpriced,5,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,18000,1.0,5,4,same day,0,"Yes, straightforward",fair,5,Yes,Good location and convenient for my daily travel.
WORKING PROFESSIONAL,10000,1.0,3,3,same day,1,"Yes, straightforward",fair,4,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,5000,1.0,4,4,same day,0,Not sure,fair,5,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,18000,28.4,4,5,no complaints raised,1,"Yes, straightforward",fair,4,No,Maintenance issues take too long to resolve.
WORKING PROFESSIONAL,18000,7.1,5,3,no complaints raised,1,Not sure,fair,5,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,18000,23.2,2,4,few days,1,"Yes, straightforward",fair,4,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,5000,36.0,5,5,no complaints raised,0,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,9000,1.0,4,3,same day,1,Not sure,fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,5000,23.4,5,4,no complaints raised,1,"Yes, straightforward",fair,5,Yes,The rent feels fair compared with other PGs nearby.
WORKING PROFESSIONAL,18000,24.3,4,5,no complaints raised,1,"Yes, straightforward",overpriced,5,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,13500,3.8,4,4,few days,0,"Yes, straightforward",fair,4,No,I found better accommodation options nearby.
STUDENT,5000,36.0,2,4,no complaints raised,1,"Yes, straightforward",fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,5000,12.2,4,4,same day,2,Not sure,fair,5,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,18000,10.8,5,5,same day,2,Not sure,fair,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,18000,36.0,4,4,no complaints raised,0,Not sure,fair,5,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,18000,24.1,3,5,same day,0,Disputes are common,overpriced,4,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,18000,30.0,4,4,same day,2,Disputes are common,fair,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,7000,36.0,3,4,few days,1,Not sure,fair,4,No,I found better accommodation options nearby.
WORKING PROFESSIONAL,5000,6.9,3,5,same day,2,"Yes, straightforward",fair,3,No,The room and common facilities need better maintenance.
WORKING PROFESSIONAL,14000,34.8,3,4,same day,1,"Yes, straightforward",fair,5,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,10000,9.0,5,3,same day,2,Not sure,fair,5,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,12000,8.4,5,4,no complaints raised,0,Disputes are common,fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,11000,12.4,5,4,no complaints raised,1,Disputes are common,fair,5,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,5000,7.3,3,4,same day,1,"Yes, straightforward",overpriced,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,17500,28.5,5,5,same day,0,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,18000,20.3,5,5,same day,0,"Yes, straightforward",underpriced,5,Maybe,I may continue if the rent and facilities remain reasonable.
WORKING PROFESSIONAL,18000,9.2,4,4,never resolved,1,"Yes, straightforward",fair,4,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,18000,26.3,3,4,same day,1,"Yes, straightforward",fair,4,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,18000,12.4,3,3,few days,1,"Yes, straightforward",fair,4,No,The complaint resolution process needs improvement.
WORKING PROFESSIONAL,5000,11.6,4,4,few days,0,"Yes, straightforward",fair,5,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,9500,17.1,4,4,same day,2,"Yes, straightforward",fair,4,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,11500,23.2,5,4,no complaints raised,0,Not sure,fair,4,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,11500,22.1,5,4,same day,0,Disputes are common,fair,5,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,18000,11.1,3,5,over a week,2,"Yes, straightforward",fair,5,Yes,It is convenient for my college or workplace.
WORKING PROFESSIONAL,18000,28.9,3,4,no complaints raised,1,"Yes, straightforward",overpriced,3,No,I found better accommodation options nearby.
WORKING PROFESSIONAL,18000,13.1,5,5,no complaints raised,1,"Yes, straightforward",fair,5,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,18000,6.8,3,4,no complaints raised,2,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,11500,1.0,4,2,same day,0,Not sure,underpriced,4,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,5000,30.8,3,3,same day,2,"Yes, straightforward",fair,4,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,18000,16.6,5,5,no complaints raised,1,Not sure,fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,5000,19.5,3,4,same day,2,"Yes, straightforward",fair,4,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,5000,31.8,3,4,same day,1,"Yes, straightforward",fair,4,Maybe,"The facilities are decent, although maintenance can improve."
WORKING PROFESSIONAL,5000,9.4,5,3,no complaints raised,2,Not sure,overpriced,3,Maybe,The facilities are acceptable but there are some issues.
STUDENT,5000,1.0,5,4,over a week,1,Disputes are common,fair,5,Yes,The PG is comfortable and well maintained.
WORKING PROFESSIONAL,18000,17.4,4,4,few days,0,"Yes, straightforward",fair,5,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,5000,20.9,4,4,few days,1,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,5000,12.5,5,3,no complaints raised,0,"Yes, straightforward",fair,5,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,14500,36.0,4,5,few days,1,"Yes, straightforward",fair,5,Yes,The management responds well to complaints.
WORKING PROFESSIONAL,18000,1.0,4,3,no complaints raised,2,"Yes, straightforward",fair,4,No,The room and common facilities need better maintenance.
WORKING PROFESSIONAL,18000,32.9,4,4,same day,1,"Yes, straightforward",fair,5,Maybe,"The security is good, but the rent is slightly high."
WORKING PROFESSIONAL,5000,28.0,3,4,same day,0,Not sure,fair,5,Yes,It is convenient for my college or workplace.
STUDENT,5000,23.1,4,3,few days,1,"Yes, straightforward",fair,4,Maybe,"The location is good, but the rent could be better."
WORKING PROFESSIONAL,5000,1.0,4,3,no complaints raised,0,Not sure,fair,5,Yes,The food and room facilities are satisfactory.
WORKING PROFESSIONAL,13500,35.3,4,4,no complaints raised,2,Not sure,fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,18000,1.3,3,4,same day,0,Not sure,fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,5000,8.9,3,4,same day,0,"Yes, straightforward",fair,4,Yes,I am satisfied with the amenities and security.
WORKING PROFESSIONAL,7500,13.9,5,5,never resolved,2,"Yes, straightforward",fair,4,No,There are too many maintenance and service issues.
WORKING PROFESSIONAL,5000,22.4,5,4,no complaints raised,2,"Yes, straightforward",fair,5,Yes,The rent is reasonable and the facilities are good.
WORKING PROFESSIONAL,5000,25.8,4,3,few days,0,Not sure,fair,4,Maybe,The facilities are acceptable but there are some issues.
WORKING PROFESSIONAL,18000,29.5,4,4,same day,2,"Yes, straightforward",overpriced,4,Maybe,"The PG is convenient, although some amenities need improvement."
WORKING PROFESSIONAL,17000,28.4,3,3,same day,2,"Yes, straightforward",fair,4,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,16000,20.1,5,5,same day,2,"Yes, straightforward",fair,5,Maybe,"The security is good, but the rent is slightly high."
STUDENT,18000,22.5,4,5,same day,1,"Yes, straightforward",fair,5,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,5000,1.0,4,4,same day,0,"Yes, straightforward",underpriced,5,Yes,The security and facilities are satisfactory.
WORKING PROFESSIONAL,5000,5.4,4,4,no complaints raised,2,Not sure,fair,4,Maybe,"The experience is generally okay, but I am comparing other options."
WORKING PROFESSIONAL,18000,29.6,4,5,same day,1,Not sure,fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,7000,28.7,3,4,few days,1,Not sure,fair,4,Maybe,"The location is convenient, but some services could improve."
WORKING PROFESSIONAL,18000,27.0,3,5,few days,0,"Yes, straightforward",fair,5,Yes,The location is convenient and the overall experience is good.
WORKING PROFESSIONAL,10500,8.9,5,4,same day,1,Not sure,fair,5,Yes,Good location and convenient for my daily travel.
